"Distance [mm]","Voltage [V]"
3.51157584,-0.906799898694523
3.51586872,-0.907294285181023
3.5201616,-0.907788671667447
3.52445448,-0.908283058153795
3.52874736,-0.908777444640067
3.53304024,-0.909271831126264
3.53733312,-0.909766217612384
3.541626,-0.910260604098429
3.54591888,-0.910754990584397
3.55021176,-0.91124937707029
3.55450464,-0.911743763556107
3.55879752,-0.912238150041848
3.5630904,-0.912732536527514
3.56738328,-0.913226923013109
3.57167616,-0.91372130949862
3.57596904,-0.914215695984045
3.58026192,-0.914710082469386
3.5845548,-0.915204468954641
3.58884768,-0.915698855439813
3.59314056,-0.916193241924893
3.59743344,-0.916687628409845
3.60172632,-0.917182014894694
3.6060192,-0.917676401379437
3.61031208,-0.918170787864074
3.61460496,-0.918665174348605
3.61889784,-0.91915956083303
3.62319072,-0.919653947317351
3.6274836,-0.920148333801566
3.63177648,-0.920642720285675
3.63606936,-0.921137106769679
3.64036224,-0.921631493253577
3.64465512,-0.92212587973737
3.648948,-0.922620266221051
3.65324088,-0.923114652704623
3.65753376,-0.923609039188086
3.66182664,-0.92410342567144
3.66611952,-0.924597812154687
3.6704124,-0.925092198637824
3.67470528,-0.925586585120852
3.67899816,-0.926080971603772
3.68329104,-0.926575358086584
3.68758392,-0.927069744569288
3.6918768,-0.927564131051881
3.69616968,-0.928058517534367
3.70046256,-0.928552904016745
3.70475544,-0.929047290499013
3.70904832,-0.929541676981173
3.7133412,-0.930036063463224
3.71763408,-0.930530449945167
3.72192696,-0.931024836427
3.72621984,-0.931519222908676
3.73051272,-0.932013609390162
3.7348056,-0.932507995871463
3.73909848,-0.933002382352577
3.74339136,-0.933496768833505
3.74768424,-0.933991155314247
3.75197712,-0.934485541794802
3.75627,-0.934979928275172
3.76056288,-0.935474314755355
3.76485576,-0.935968701235351
3.76914864,-0.936463087715162
3.77344152,-0.936957474194785
3.7777344,-0.937451860674223
3.78202728,-0.937946247153475
3.78632016,-0.938440633632537
3.79061304,-0.938935020111414
3.79490592,-0.939429406590104
3.7991988,-0.939923793068606
3.80349168,-0.940418179546926
3.80778456,-0.940912566025066
3.81207744,-0.941406952503015
3.81637032,-0.941901338980775
3.8206632,-0.942395725458343
3.82495608,-0.942890111935722
3.82924896,-0.943384498412911
3.83354184,-0.943878884889909
3.83783472,-0.944373271366717
3.8421276,-0.944867657843334
3.84642048,-0.945362044319761
3.85071336,-0.945856430795998
3.85500624,-0.946350817272046
3.85929912,-0.946845203747905
3.863592,-0.947339590223574
3.86788488,-0.947833976699048
3.87217776,-0.948328363174293
3.87647064,-0.948822749649424
3.88076352,-0.949317136124261
3.8850564,-0.94981152259869
3.88934928,-0.950305909072712
3.89364216,-0.950800295546327
3.89793504,-0.951294682019535
3.90222792,-0.951789068492333
3.9065208,-0.952283454964718
3.91081368,-0.952777841436693
3.91510656,-0.953272227908258
3.91939944,-0.953766614379412
3.92369232,-0.954261000850156
3.9279852,-0.95475538732049
3.93227808,-0.955249773790413
3.93657096,-0.955744160259927
3.94086384,-0.956238546729029
3.94515672,-0.956732933197721
3.9494496,-0.957227319666003
3.95374248,-0.957721706133874
3.95803536,-0.958216092601336
3.96232824,-0.958710479068386
3.96662112,-0.959204865535027
3.970914,-0.959699252001256
